date,source_image,months,samvatsara,shakaYear,rashi,sunrise,sunset,quote,event_01,event_02,event_03,event_04,event_05,event_06,event_07,event_08,event_09,event_10,event_11,event_12,event_13,tithi_name,tithi_end_time,nakshatra_name,nakshatra_end_time,yoga_name,yoga_end_time,karana_name,karana_end_time,ayana,ritu,solarYear,paksha,solarRashi,chandraEntryRashi,rahuKala_prefix,rahuKala_from,rahuKala_to,rahuKala_prefix_2,rahuKala_from_2,rahuKala_to_2,gulikaKala_prefix,gulikaKala_from,gulikaKala_to,gulikaKala_prefix_2,gulikaKala_from_2,gulikaKala_to_2,yamaganda_prefix,yamaganda_from,yamaganda_to,yamaganda_prefix_2,yamaganda_from_2,yamaganda_to_2,arthaPrahara_prefix,arthaPrahara_from,arthaPrahara_to,arthaPrahara_prefix_2,arthaPrahara_from_2,arthaPrahara_to_2,shubhaSamaya_prefix,shubhaSamaya_from,shubhaSamaya_to,shubhaSamaya_prefix_2,shubhaSamaya_from_2,shubhaSamaya_to_2,ಮೇಷ,ವೃಷಭ,ಮಿಥುನ,ಕರ್ಕಾಟಕ,ಸಿಂಹ,ಕನ್ಯಾ,ತುಲಾ,ವೃಶ್ಚಿಕ,ಧನಸ್ಸು,ಮಕರ,ಕುಂಭ,ಮೀನ
19-05-2026,data\2026\05\19-05-2026.jpg,ವೈಶಾಖ|ಅಧಿಕ ಜ್ಯೇಷ್ಠ,ಪರಾಭವ,1948,ಮೇಷ/ವೃಷಭ,05:53,18:38,ಕಲಿಯುವುದನ್ನುನಿಲ್ಲಿಸಿದಾಗ ಬೆಳೆಯುವುದನ್ನು ನಿಲ್ಲಿಸ,ವಿನಾಯಕ ಚತುರ್ಥಿ (ಅಂಗಾರಕ ಯೋಗ),,,,,,,,,,,,,ತೃತೀಯಾ,14.19,ಮೃಗಶಿರಾ,08.42,ಕಿ,7.0,ವಣಿಜ,24.40,ಉತ್ತರಾಯಣ,ಸೌರ ಗ್ರೀಷ್ಮ,5,ಕೃಷ್ಣ,ವೃಷಭ,ಮಿಥುನ,ಮ.,03:00,04:30,,,,ಮ.,12:00,01:30,,,,ಬೆ.,09:00,10:30,,,,ಬೆ.,0713,09:00,,,,ಮ.,12:56,02:20,ರಾ.,09:14,10:40,ಆನಂದ,ಶುಭ,ಅಭಿವುದ್ದಿ,ಯಶಸ್ಸು,ಒಳ್ಳೆಯದು,ಅನುಕೂಲ,ಶುಭಸಮಾಚಾರ,ಸ್ಪರ್ಧೆ,ತಾಳ್ಮೆ,ಶ»*ಮಧುರ ಮಾತು,ಲಾಭ,ಮೆಚ್ಚುಗೆ
19-06-2026,data\2026\06\19-06-2026.jpg,ಅ.ಜ್ಯೇಷ್ಠ/ನಿ.ಜ್ಯೇಷ್ಠ,ಪರಾಭವ ನಾಮ,1948,ವೃಷಭ/ಮಿಥುನ,05:54,18:47,"'೦ತ ದೊಡ್ಡಗುರುವಿಲ್ಲ, ಅನುಭವಕ್ಕಿಂತ ದೊಡ್ಡಪಾ
ಡಿ ( ೦",ಬೃಹನ್ಮಠ ಕಾಶಿನಾಥಶಾಸ್ತ್ರಿ ಜಯಂತಿ,ರಾಣೆಬೆನ್ನೂರು,ಸಿದ್ಧಾರೂಢರ ಅಭಿಷೇಕ,ಸಿರಸಂಗಿ ಕಾಳಿಕಾದೇವಿ,ಕಲಶೋತ್ಸವ.,,,,,,,,,ಪಂಚಮಿ,17.00,ಆಶ್ವೇಷಾ,10.07,ಹರ್ಷಣ,14.53,ಕೌಲವ,28.18,ಉತ್ತರಾಯಣ,ಸೌರ ಗ್ರೀಷ್ಠ,5,ಶುಕ್ಲ,ಮಿಥುನ,ಕರ್ಕ,ಬೆ.,10:30,12:00,,,,ಬೆ.,07:30,09:00,,,,ಮ.,03:00,04:30,,,,ಮ.,01:30,03:00,,,,ಬೆ.,08:36,10:06,,,,ಮರೆವು,ನಿರಾಶೆ,ವಿಬಾಗ,ಬುದ್ದಿವಂತಿಕೆ,ಶ್ರದ್ದೆ,ಗೊಂದಲ,ಆಸಕ್ತಿ,ಸಹಾಯ,ಪ್ರೋತ್ಸಾಹ,ತಾಳ್ಮೆ,ಬಿಶ್ರಾಂತಿ,ಭಯ
19-07-2026,data\2026\07\19-07-2026.jpg,ನಿಜ ಜ್ಯೇಷ್ಠ/ಆಷಾಢ,ಪರಾಭವ,1948,ಮಿಥುನ/ಕರ್ಕ,06:02,18:40,ೋೀಲು ಬಂದರೂ ನಿನ್ನ ದಾರಿ ಬಡಬಿ,ಮಂಗಲ್‌ ಪಾಂಡೆ ಜಯಂತಿ,ಅಗಡಿ ಶ್ರೀ ನಾರಾಯಣ,ಭಗವಾನರ ಜಯಂತಿ,ಕುಮಾರ ಷಷ್ಠಿ,ಅಮರ,ನೀತಿಯ ಶರಣ ಜಯಂತಿ,ಕಲ್ಕಿ ಜಯಂತಿ,ಮುಧೋಳ,ಗವಿಮಠದ ಶ್ರೀ ಬಸವಲಿಂಗ ಶಿವಯೋಗಿಗಳ ರಥ.,,,,,ಷಷ್ಟಿ,27.30,ಉತ್ತರಾ,18.12,ಪರಿಘ,19.23,ಕೌಲವ,15.31,ದಕ್ಷಿಣಾಯನ,ಸೌರ ವರ್ಷಾ,4,ಕೃಷ್ಣ,ಕರ್ಕ,ಕನ್ಯಾ,ಸ.,04:30,06:00,,,,ಮ.,5:00,64:30,,,,ಮ.,12:00,01:30,,,,ಬೆ.,10:30,12:00,,,,ಬೆ.,10:56,12:33,,,,ತೊಂದರೆ,ಒಳ್ಳೆಯದು,ಶ್ರೇಷತೆ,ಯಶಸ್ಸು,ಶಾಂತಿ,ಉಡುಗೊರೆ,ಪ್ರತಿರೋಧ,“ಚಿಂತೆ,ಲಾಭ,ಸಂಪತು,ಖರ್ಚು,ಆಸಕ್ತಿ
19-08-2026,data\2026\08\19-08-2026.jpg,ಆಷಾಢ|ಶ್ರಾವಣ,ಪರಾಭವ,1948,ಕರ್ಕ/ಸಿಂಹ,06:08,18:38,ನಿನ್ನಮನಸ್ಸುನಿನ್ನಮಿತ್ರ,ಸೀತಲಾ ಸಪ್ತಮಿ. ಬುಧ ಪೂಜೆ. ವಿಶ್ವ ಛಾಯಾಚಿತ್ರಣ,ದಿನ. ಗೋ ಸ್ವಾಮಿ ತುಲಸಿದಾಸ ಜಯಂತಿ,ಶ್ರೀ,ಪಾರ್ಶ್ವನಾಥ ನಿರ್ವಾಣ ದಿನ. ಸಾವಳಗಿಮಠ ತಾ.,ಚಿಕ್ಕೋಡಿ ಶ್ರೀ ಚಿನ್ನಯ್ಯ ಸ್ವಾಮಿ ಆರಾಧನೆ.,,,,,,,,,ಸಪ್ತಮಿ,19.20,ಸ್ವಾತಿ,06.47,ಇಹ್ಮಾ,2.44,ಗರಜ,06.31,ದಕ್ಷಿಣಾಯನ,ಸೌರ ವರ್ಷಾ,3,ಶುಕ್ಲ,ಸಿಂಹ,ತುಲಾ,ಮ.,12:00,01:30,,,,ಬೆ.,1013,12:00,,,,ಬೆ.,07:30,09:00,,,,ಬೆ.,06:00,07:30,,,,UNKNOWN,1132,01:13,,,,ಸಂಪತ್ತು,ಒಳ್ಳೆಯದು,ಪೋತಾಹ,ಕೇರ್ತಿ,ಲಾಭ,ಗೌರವ,ಕುತೂಹಲ,ಸಂತೋಷ,ಗಮನ,ಮರೆವು,ಅನಂದ,ಕರುಣೆ
19-09-2026,data\2026\09\19-09-2026.jpg,ಶ್ರಾವಣ/ಭಾದ್ರಪದ,ಪರಾಭವ,1948,ಸಿಂಹ/ಕನ್ಯಾ,06:08,18:18,ಶಿನ್ನ ಉಸಿರು ಇರುವವರೆಗೆ ಆಸೆ ಇರುತದ,ಜ್ಯೇಷ್ಠಾ ಗೌರಿ ವಿಸರ್ಜನೆ,ದೋರಕ ಧಾರಣಂ,ದುರ್ಗಾಷ್ಟಮಿ,ದಧೀಚಿ ಜಯಂತಿ,ಶ್ರೀಜಗನ್ನಾಥದಾಸರ ಆರಾಧನೆ,ಲಕ್ಷ್ಮೀಶ್ವರ,ತಾ. ಗೊಜನೂರು ಬಾಲಲೀಲಾ ಮಹಾಂತ ಶಿವಯೋಗೀಶ್ವರ,ಮರಿದೇವರ ಮಠದ ಶ್ರೀ ವಿರುಪಾಕ್ಷೇಶ್ವರ ಪು.ತಿ.,,,,,,ಅಷ್ಟಮಿ,15.27,ನೂಲಾ,02.54,ಆಯುಷ್ಕಾನ,14.29,ಬಾಲವ,28.41,ದಕ್ಷಿಣಾಯನ,ಸೌರ ಶರದ,3,ಶುಕ್ಲ,ಕನ್ನಾ,ಧನು,ಬೆ.,09:00,10:30,,,,ಬೆ.,06:00,07:30,,,,ಮ.,01:30,03:00,,,,ಮ.,12:00,01:30,,,,ಮ.,06:31,08:19,,,,ಖರ್ಚು,ಭಯ,ಆತಂಕ,ಪ್ರೋತ್ಸಾಹ,ವಿನಯ,ಯಶಸ್ಸು,ಅನುಕೂಲ,ಶಾಂತಿ,ವಿಳಂಬ,ಒಳ್ಳೆಯ ಕೆಲಸ,ಶ್ರೇಷ್ಠತೆ,ಮೆಚ್ಚುಗೆ
19-10-2026,data\2026\10\19-10-2026.jpg,ಭಾದ್ರಪದ/ಅಶ್ವೀನ,ಪರಾಭವ,1948,ಕನ್ಯಾ/ ತುಲಾ,06:10,17:58,ಜೀವನದಲ್ಲಿ ಧೈರ್ಯವೇ ದೊಡ್ಡಆಸ್ತಿ,ದುರ್ಗಾಷ್ಟಮಿ,ಮಹಾಷ್ಟಮಿ,ಮಹಾನವಮಿ ಉಪವಾಸ,ಆಯುಧ,ಪೂಜೆ,ಏಕರಾತ್ರೋತ್ಸವಾರಂಭ,ಕೋಲ್ಡ್ದಾಪೂರ ಮಹಾಲಕ್ಷ್ಮೀ,ಜಾಗರ ಸರಸ್ವತಿ ಪೂಜೆ,ಬಳೆಪೇಟೆ ಅಂಬಾಭವಾನಿ ಪೂಜೆ,ಕಶ್ಯಪ,ಮಹರ್ಷಿ ಜಯಂತಿ,ಧಾರವಾಡ ಮೃತ್ಯುಂಜಯ ಶ್ರೀಗಳ ಪುಣ್ಯತಿಥಿ.,,ಅಷ್ಟಮಿ,10.52,ಉ.ಷಾ,15.39,ಧೃತಿ,24.35,ಬಾಲವ,23.56,ದಕ್ಷಿಣಾಯ,ಸೌರ ಶರದ,3,ಶುಕ್ಲ,ತುಲಾ,ಮಕರ,ಬೆ.,07:30,09:00,,,,ಮ.,0113,03:00,,,,ಬೆ.,10:30,12:00,,,,ಬೆ.,09:00,10:30,,,,ಬೆ.,08:29,10:16,,,,ಅನುಕೂಲ,ಶಾಂತಿ,ಸಂತೋಷ,ಸಮಸ್ಯೆ,ಭಯ,ಮೆಚ್ಚುಗೆ,ಯಶಸ್ಸು,ಉಡುಗೊರೆ,ಲಾಭ,ಒಳ್ಳೆಯದು,ಸಾಲ,ಅಭಿವೃದ್ಧಿ
19-11-2026,data\2026\11\19-11-2026.jpg,ಅಶ್ವೀನ|ಕಾರ್ತಿಕ,ಪರಾಭವ,1948,ತುಲಾ/ವೃಶ್ಚಿಕ,06:20,17:50,ಲಿನಿಂದ ಕಲಿಯುವವನೇ ನಿಜವಾದ ವಿಜ,ನಾಗರಿಕ ದಿನಾಚರಣೆ. ಶ್ರೀ ಹರಿ ಜಯಂತಿ,ಅನುರಾಧ ಮಳೆ,ಪ್ರಾರಂಭ. ವಿಶ್ವ ಶೌಚಾಲಯ ದಿನ,ಅಂತರಾಷ್ಟ್ರೀಯ,ಪುರುಷರ ದಿನ,ಮಹಿಳಾ ಉದ್ಯಮಶೀಲತೆ ದಿನ,,,,,,,,ನವಮಿ,07.07,ಪೂ.ಭಾ.,FULL DAY,ವ್ಯಾಘಾತ,07.43,ತೈತಿಲ,16.18,ದಕ್ಷಿಣಾಯನ,ಸೌರ ಹೇಮಂತ,4,ಶುಕ್ಲ,ವೃಶ್ಚಿಕ,ಕುಂಭ,ಮ.,01:30,03:00,,,,ಬೆ.,9:00,1030,,,,ಬೆ.,06:00,07:30,,,,ಮ.,05:00,04:30,,,,UNKNOWN,1041,12:20,,,,ಲಾಭ,ಸಂತೋಷ,ಯಶಸ್ಸು,ಸಾಲ,ಖರ್ಚು,ವಿಳಂಬ,ಪ್ರಗತಿ,ಸಂತೋಷ,ಯಶಸ್ಸು,ಆತಂಕ,ಶ್ರೇಷ್ಠತೆ,ಶಾಂತಿ
20-01-2026,data\2026\01\20-01-2026.jpg,ಪುಷ್ಯ/ಮಾಘ,ವಿಶ್ವಾವಸು,1947,ಧನು/ಮಕರ,06:46,18:15,ತರ ಪ್ರಯತ್ನವು ಅಸಾಧ್ಯವನ್ನು ಸಾಧ್ಯವಾಗಿ ಮಾ।,ಕಾದರಹಳ್ಳಿ ಹಾಗೂ ಮಹಾಲಿಂಗಪುರ ಜ್ಞಾನಸಪ್ತಾಹ,ಮುಕ್ತಾಯ. ಶ್ರೀ ವಾಸವಿ ಅಗ್ನಿ ಪ್ರವೇಶ ದಿನ,ಬೆಟಗೆರಿ,ಗದಗ ರಂಗಪ್ಪಜ್ಜನ ಜೋಡುಕಳಸದ ಭವ್ಯ ಮೆರವಣಿಗೆ,ವಾಸವಿ ಅಗ್ನಿ ಪ್ರವೇಶ.,,,,,,,,,ದ್ವಿತೀಯಾ,26.43,ಶ್ರವಣ,13.07,ಸಿದ್ದಿ,20.01,ಬಾಲವ,14.32,ಉತ್ತರಾಯಣ,ಸೌರ ಶಿಶಿರ,7,ಶುಕ್ಲ,ಮಕರ,25.36,ಮ.,03:00,04:30,,,,ಮ.,12:00,01:30,,,,ಬೆ.,09:00,10:30,,,,ಬೆ.,07:30,09:00,,,,ಬೆ.,02:10,03:51,,,,ಯಶಸ್ಸು,ಒಳ್ಳೆಯದು,ವಿನಯ,ಭಯ,ಉಡುಗೊರೆ,ಆಸೆ,ಜೀವನ,ಭಕ್ತಿ,ಖರ್ಚು,ಸಂಪತು,ಆಸಕ್ತಿ,ಪ್ರೀತಿ
20-02-2026,data\2026\02\20-02-2026.jpg,,ವಿಶ್ವಾವಸು,1947,ಮಕರ/ ಕುಂಭ,06:40,18:26,"ಬೀಳುವುದು ಸಹಜ, ಎದ್ದುಸಿಲ್ಲುವುದು ಕ",ತ್ರಿಪದಿ ಕವಿ ಸರ್ವಜ್ಞ ಜಯಂತಿ,ಹೊರನಾಡು,ಅನ್ನರ್ಣೇಶ್ವರಿ,ಹೆಜಮಾಡಿ,ಕುಕ್ಕೆಹಳ್ಳಿ ರಥಗಳು,ನಾಗರಾಳ ಮಾರುತೇಶ್ವರ ಕಾರ್ತಿಕ ಉತ್ಸವ,ರಾಚೋಟಿ ವೀರಭದ್ರ ರಥ.,,,,,,,ತೃತೀಯಾ,14.39,ಉ.ಭಾ,20.08,ಸಾಧ್ಯ,18.23,ವಣೆಜ,25.32,ಉತ್ತರಾಯಣ,ಸೌರ ವಸಂತ,8,ಶುಕ್ಲ,ಕುಂಭ,ಮೀನ,ಬೆ.,10:30,12:00,,,,ಬೆ.,07:30,09:00,,,,ಮ.,03:00,04:30,,,,ಮ.,01:30,03:00,,,,ಮ.,03:28,05:01,,,,ಸರ್ಧೆ,* ಕೋಪ,ಯಶಸ್ತು,ಅಭಿವೃದ್ಧಿ,ಸ್ಪತೋಷ,ಖರ್ಚು,ಸಾಲ,ಪ್ರಯತ್ನ,ದಯೆ,ಮೆಚ್ಚುಗೆ,ಆಲೋಚನೆ,ಯಶಸ್ಸು
20-03-2026,data\2026\03\20-03-2026.jpg,ವಿಶ್ವಾವಸು ಪರಾಭವ,ವಿಶ್ವಾವಸು ಪರಾಭವ,1947,ಕುಂಭ/ಮೀನ,06:24,18:30,"“ದಾರಿ ಕಷವಾಗಿದರೂ, ನಿಲ್ಲಬೇಡ”",ಸ್ವಾಮಿ ಸಮರ್ಥ ಪ್ರಕಟ ದಿನ,ಸಂತ ರುಲೇಲಾಲ,ಜಯಂತಿ,ಬಾಲಚಂದ್ರಮಾವ್ರತ,ಪಂಚಕ ಮು ಉ.ರಾ.,2.27,ಜಮಾತುಲಾ ಬಿದಾ ಚಂದ್ರದರ್ಶನ,ರಮಜಾನ್‌.,,,,,,ದ್ವಿತೀಯಾ,26.31,ರೇವತಿ,26.28,ಬ್ರಹ್ಮಾ,22.15,ಬಾಲವ,15.44,ಉತ್ತರಾಯಣ,ಸೌರ ವಸಂತ,6,ಶುಕ್ಲ,ಮೀನ,ಮೀನ,ಬೆ.,10:30,12:00,,,,ಬೆ.,07:30,09:00,,,,ಮ.,03:00,04:30,,,,ಮ.,01:30,3:0,,,,UNKNOWN,,,,,,* ಯಶಸು,ಖಚ್ಚು,ಪ್ರೀತಿ,ಲಾಭ,ಉಡುಗೊರೆ,ದಯೆ,ಪರಿಶ್ರಮ,ಗಮನ,ಅನುಕೂಲ,ಭಕ್ತಿ,ಒಳ್ಳೆಯದು,ಸಹಾಯ
20-04-2026,data\2026\04\20-04-2026.jpg,ಚೈತ್ರ|ವೈಶಾಖ,ಪರಾಭವ,1948,ಮೀನ/ಮೇಷ,06:04,18:32,ಅರ್ಥವಿಲ್ಲದ ಪ್ರಶ್ನೆಗೆ ಮೌನವೇ ಉತ್ತರ,ಶ್ರೀ ಬಸವೇಶ್ವರ ಜಯಂತಿ,ವಿನಾಯಕ ಚತುರ್ಥಿ,ಕಡಪಟ್ಟಿ ಲೆಂಗೇಶ್ವರ ಜಾತ್ರೆ,ರಾಣಿಬೆಣ್ಣೂರ,ಕುಬೇರಾನಂದ ಸ್ವಾಮಿ ಆರಾಧನೆ,ಪರಶುರಾಮ,ಜಯಂತಿ.,,,,,,,ತೃತೀಯಾ,07.28,ರೋಹಿಣಿ,26.08,ಸೌಭಾಗ್ಯ,16.11,ವಣಿಜ,17.50,ಉತ್ತರಾಯಣ,ಸೌರ ಗ್ರೀಷ್ಮ,7,ಶುಕ್ಲ,ಮೇಷ,ವೃಷಭ,ಬೆ.,07:30,09:00,,,,ಮ.,0113,03:00,,,,ಬೆ.,10:30,12:00,,,,ಬೆ.,09:00,1030,,,,ಜ.,12:44,03:52,ಮ.,11:16,12:42,ಸಮಸ್ಥೆ,ಪ್ರೋತ್ಸಾಹ,ಬಿನಯ,ನಿರಾಶೆ,ಲಾಭ,ಖರ್ಚು,ಸಂತೋಷ,ಆತಂಕ,ಯಶಸ್ಸು,ಪಯತ,ಅನುಕೂಲ,ಭಯ
20-05-2026,data\2026\05\20-05-2026.jpg,ವೈಶಾಖ|ಅಧಿಕ ಜ್ಯೇಷ್ಠ,ಪರಾಭವ,1948,ಮೇಷ/ವೃಷಭ,05:53,18:39,ಳ್ನಗೆ ಮತ್ತು ಮೌನ ಇವೆರಡೂ ಅತ್ಯಂತ ಪ್ರಭಾವಿ ಸಾಧ,ವಿನಾಯಕ ಚತುರ್ಥಿ,ಬಿಪಿನಚಂದ್ರ ಪಾಲ,ಸ್ಮಖತಿ ದಿನ,,,,,,,,,,,ಚತುರ್ಥಿ,11.07,ಆರ್ದ್ರಾ,06.12,ಶೂಲ,14.10,ಬವ,21.43,ಉತ್ತರಾಯಣ,ರ್ಥಿ 11.07,6,ಕೃಷ್ಣ,ವಷಭ,ಮಿಥುನ,ಮ.,12:00,01:30,,,,ಬೆ.,1030,12:00,,,,ಬೆ.,07:30,09:00,,,,ಬೆ.,06:00,07:30,,,,UNKNOWN,,,,,,ಸಾಲ,ಅನುಕೂಲ,ಪ್ರಯತ್ರ,ಧೈರ್ಯ,ಒಳ್ಳೆಯ ಸುದ್ದಿ,ಶ್ರೇಷ್ಠತೆ,ಭಕ್ತಿ,ಉತ್ಸಾಹ,ದುರಾಸೆ,ಪ್ರೋತ್ಸಾಹ,ಭಯ,ಅಭಿವೃದ್ಧಿ
20-06-2026,data\2026\06\20-06-2026.jpg,ಅ.ಜ್ಯೇಷ್ಠ/ನಿ.ಜ್ಯೇಷ್ಠ,ಪರಾಭವ ನಾಮ,1948,ವೃಷಭ/ಮಿಥುನ,05:54,18:48,"ನಂಬಿಕೆ ಇರಲಿ, ಕಾಲ ಎಲ್ಲವನ್ನೂ ಕಲಸುತ್ತದ",ಅರಣ್ಯ,ಷಷ್ಠಿ,ವಿಂದ್ಯಾ ವಾಸಿನಿ ಪೂಜೆ,ಚಳ್ಳಿ ಗುರ್ಕೀ,ಶ್ರೀ ಐರಿಸ್ವಾಮಿ ರಥ,ಚಿಪ್ಪಗಿರಿ ಶ್ರೀ ಮೋಹನದಾಸರ,ಆರಾಧನೆ,ಕೆಳದಿ ರಾಣಿ ಚೆನ್ನಮ್ಮ ಜಯಂತಿ.,,,,,,ಷಷ್ಠಿ,15.47,ಮಘಾ,09.26,ವಜ್ರ,12.48,ಗರಜ,27.28,ಉತ್ತರಾಯಣ,ಸೌರ ಗ್ರೀಷ್ಮ,6,ಶುಕ್ಲ,ಮಿಥುನ,ಸಿಂಹ,ಬೆ.,09:00,10:30,,,,ಬೆ.,06:00,07:30,,,,ಮ.,01:30,03:00,,,,ಮ.,12:00,01:30,,,,ಬೆ.,07:06,08:39,,,,ಅನುಕೂಲ,ಸಂಪತ್ತು,ಭಯ,ಯಶಸ್ಸು,ಅನಾರೋಗ್ಯ,ಪ ಸೌಮ್ಯತೆ,ಸಮಸ್ಸೆ,ಪ್ರೋತ್ಸಾಹ,ಪ್ರೋತ್ಸಾಹ,ಸಹಾಯ,ಮರೆವು,ಶಾಂತಿ
20-07-2026,data\2026\07\20-07-2026.jpg,ನಿಜ ಜ್ಯೇಷ್ಠ/ಆಷಾಢ,ಪರಾಭವ,1948,ಮಿಥುನ/ಕರ್ಕ,06:02,18:40,ಸ್ಸುಸಹನ ಇರುವವನ ಹತ್ತಿರವೇ ಬ,ಮೇಲ್ಕೋಟೆ ಬದರೀನಾರಾಯಣ ಜಯಂತಿ,ವಿವಸ್ವತ ಸಪ್ತಮಿ,ವರ್ಧಮಾನ ತೀರ್ಥಕರ,ಗರ್ಭಕಲ್ಯಾಣ.,,,,,,,,,,ಸಪ್ತಮಿ,28.03,ಹಸ್ತ,19.10,ಶಿವ,18.37,ಗರಜ,15.41,ದಕ್ಷಿಣಾಯನ,ಸೌರ ವರ್ಷಾ,5,ಶುಕ್ಲ,ಕರ್ಕ,ಕನ್ಯಾ,ಬೆ.,07:30,09:00,,,,ಮ.,0113,03:00,,,,ಬೆ.,10:30,12:00,,,,ಬೆ.,09:00,10:30,,,,ಮ.,12:55,02:36,,,,ಯಶಸ್ಸು,ಆತಂಕ,ಪ್ರೀತಿ,ಕುತೂಹಲ,ಅನುಕೂಲ,ನಿರಾಶೆ,ಆಸೆ,ಗಮನ,ಆಸಕ್ತಿ,*ಪತಿರೋಧ,ಸಂತೋಷ,ಪ್ರೀತಿ
20-08-2026,data\2026\08\20-08-2026.jpg,ಆಷಾಢ|ಶ್ರಾವಣ,ಪರಾಭವ,1948,ಕರ್ಕ/ಸಿಂಹ,06:08,18:38,ನವನು ಸೋಲುತ್ತಾನೆ; ಮುಂದುವರಿಯುವವನು ಗೆ!,ದುರ್ಗಾಷ್ಟಮಿ. ದುರ್ವಾಷ್ಟಮಿ,ವಿಶ್ವ ಸೊಳ್ಳೆಗಳ ದಿನ,ಬೃಹಸ್ಪತಿ ಪೂಜೆ. ವಿಶ್ವ ಸದ್ಭಾವೆನಾ ದಿನೆ. ಶ್ರೀ,ಸಿದ್ರಾಮೇಶ್ವರ ಮಹಾರಾಜ ಜಯಂತಿ ಬ.,ಬಾಗೇವಾಡಿ. ಇಲಕಲ ಮಹಾಂತಪ್ಪಜ್ಜ ಜಯಂತಿ,,,,,,,,,ಅಷ್ಟಮಿ,21.19,ವಿಶಾಖಾ,09.08,ಸಿಂಧು,28.25,ವಿಷ್ಠಿ,06.16,ದಕ್ಷಿಣಾಯನ,ಸೌರ ವರ್ಷಾ,4,ಶುಕ್ಲ,ಸಿಂಹ,ವೃಶ್ಚಿಕ,ಮ.,01:30,03:00,,,,ಬೆ.,09:00,1013,,,,ಬೆ.,06:00,07:30,,,,ಮ.,05:00,04:30,,,,UNKNOWN,,,,,,ಸಂತೋಷ,ಲಾಭ,ಫ್ರಯತ್ರ,ಅಭಿವೃದ್ಧಿ,ಅನುಕೂಲ,ಸಾಲ,ಯಶಸ್ಸು,ಸಂತೋಷ,ಜೀವನ,ಗೌರವ,ಶುಭಸಮಾಚಾರ,ಮೆಚ್ಚುಗೆ
20-09-2026,data\2026\09\20-09-2026.jpg,ಶ್ರಾವಣ/ಭಾದ್ರಪದ,ಪರಾಭವ,1948,ಸಿಂಹ/ಕನ್ಯಾ,06:08,18:17,ಹೆಚ್ಚುಅನ್ನಿಸಿದಾಗಲೇ ಬೆಳಕು ಹತಿರದಲಿ:,ಶ್ರೀ ಹರಿ ಜಯಂತಿ,ಅದುಃಖ ನವಮಿ,ಭಾಗವತ ಸಪ್ತಾಹಾರಂಭ,ನಿಡಶೋಶಿ ತಾ. ಹುಕ್ಕೇರಿ ರೊಟ್ಟಿದಾಸೋಹ,ಮಮದಾಪೂರ ತಾ.,ನಿಪ್ಪಾಣಿ ಅಂಬಿಕಾಮಾತಾ ಕೀರಣೋತ್ಸವ ಆ. ನಿಡಸೋಶಿ,ದೂರದುಂಡೇಶ್ವರ ರಥ,ಅಕ್ಕನಾಗಲಾಬಿಕಾ ಜಯಂತಿ.,,,,,,ನವಮಿ,17.52,"ಪೂಷಾ,",28.35,ಸೌಭಾಗ್ಯ,15.23,ತೈತಿಲ,FULL DAY,ದಕ್ಷಿಣಾಯನ,ಸೌರ ಶರದ,4,ಶುಕ್ಲ,ಕನ್ನಾ,ಧನು,ಸ.,04:30,06:00,,,,ಮ.,65:00,64:30,,,,ಮ.,12:00,01:30,,,,ಬೆ.,1013,12:00,,,,ಸ.,11:12,12:59,,,,ಪ್ರತಿರೋಧ,- ಭಯ,ಸ್ರಾಲ್ಪ,ಭಯ,ಖರ್ಚು,ಅನುಕೂಲ,ಲಾಭ,ಅಭಿವೃದ್ಧಿ,ಭಕ್ತಿ,ಕೊಪ,ವಿಳಂಬ,ಲಾಭ
